numeric_feature,standardized_coefficient,odds_ratio_per_1sd,p_value,significant_at_0.05
booking_lead_days,0.5837132965041362,1.792682849725355,3.694760718636109e-80,True
previous_no_shows,0.2793896325918884,1.3223224634380777,5.270134949269109e-20,True
distance_to_clinic_km,0.13801962358870612,1.1479980778952577,4.3102967169773214e-06,True
age,-0.056151482382713704,0.9453959142171966,0.058713198815846385,False
waiting_time_minutes,-0.0017693146690063615,0.9982322496454684,0.9536478644661545,False
